,price_doc,full_sq,life_sq,num_room,kitch_sq
25190,5880000,32,21.0,1.0,5.0
25194,10000000,53,28.0,2.0,10.0
25196,8700000,59,43.0,3.0,6.0
25198,2000000,15,11.0,1.0,1.0
25200,990000,32,20.0,1.0,5.0
25204,33750000,129,84.0,3.0,6.0
25209,6600000,44,28.0,2.0,5.0
25212,10400000,52,30.0,2.0,8.0
25214,3000000,45,29.0,2.0,6.0
25224,3000000,30,18.0,1.0,5.0
25241,6000000,32,18.0,1.0,6.0
25248,8000000,52,36.0,3.0,5.0
25250,5700000,31,19.0,1.0,5.0
25254,7400000,32,19.0,1.0,6.0
25256,6120000,39,20.0,1.0,8.0
25261,7300000,44,20.0,1.0,8.0
25263,9200000,54,38.0,3.0,5.0
25268,7100000,31,18.0,1.0,7.0
25271,6250000,38,19.0,1.0,8.0
25272,3000000,60,37.0,2.0,7.0
25273,6000000,37,22.0,2.0,7.0
25276,42000000,129,106.0,3.0,14.0
25283,2000000,45,30.0,2.0,5.0
25284,6900000,34,19.0,1.0,7.0
25286,8400000,48,31.0,2.0,8.0
25290,3000000,38,20.0,1.0,8.0
25296,2000000,38,19.0,1.0,10.0
25304,36860612,160,155.0,4.0,20.0
25305,7400000,41,20.0,1.0,8.0
25306,7500000,45,28.0,2.0,5.0
25311,5200000,32,18.0,1.0,6.0
25316,5700000,42,20.0,1.0,8.0
25326,37600000,120,57.0,3.0,11.0
25330,9850000,50,34.0,3.0,6.0
25333,11750000,83,53.0,3.0,7.0
25335,4580000,25,15.0,1.0,3.0
25336,6350000,37,23.0,2.0,6.0
25343,9700000,59,42.0,3.0,5.0
25345,6200000,35,25.0,2.0,5.0
25353,6750000,37,22.0,2.0,7.0
25356,6600000,37,19.0,1.0,8.0
25361,11800000,64,39.0,3.0,7.0
25363,12000000,63,43.0,3.0,6.0
25364,10900000,72,45.0,3.0,8.0
25365,1000000,77,43.0,3.0,12.0
25369,17450000,133,69.0,3.0,21.0
25372,1000000,30,18.0,0.0,6.0
25376,8300000,58,37.0,3.0,6.0
25382,12250000,52,31.0,2.0,9.0
25384,2050000,59,43.0,3.0,6.0
25386,9800000,50,21.0,2.0,13.0
25392,7250000,37,18.0,1.0,8.0
25400,14500000,73,44.0,3.0,10.0
25406,11300000,59,34.0,2.0,10.0
25408,9140000,58,42.0,3.0,6.0
25410,7400000,38,23.0,2.0,6.0
25412,15000026,79,40.0,2.0,13.0
25415,14000001,99,73.0,1.0,16.0
25416,5750000,32,18.0,1.0,6.0
25421,6800000,44,28.0,2.0,5.0
25423,2000000,15,11.0,1.0,1.0
25425,6600000,35,19.0,1.0,9.0
25427,5050000,24,12.0,1.0,5.0
25429,6000000,32,20.0,1.0,5.0
25430,15600000,58,32.0,2.0,12.0
25432,3000000,45,29.0,2.0,5.0
25438,9400000,61,31.0,2.0,12.0
25440,5700000,30,18.0,1.0,6.0
25443,9000000,84,53.0,4.0,8.0
25444,5300000,30,18.0,1.0,5.0
25445,11100000,54,35.0,3.0,6.0
25447,14000000,54,28.0,2.0,9.0
25448,11500000,67,46.0,3.0,7.0
25450,8800000,57,30.0,2.0,12.0
25453,5300000,27,16.0,1.0,6.0
25463,8400000,45,29.0,2.0,6.0
25464,8400000,60,38.0,3.0,8.0
25466,10500000,66,40.0,2.0,9.0
25470,8100000,58,33.0,2.0,10.0
25475,5500000,31,19.0,1.0,6.0
25476,6200000,41,25.0,2.0,5.0
25481,1000000,43,26.0,2.0,6.0
25484,8000000,38,19.0,1.0,9.0
25487,6500000,35,20.0,1.0,9.0
25488,3000000,45,28.0,2.0,5.0
25490,27700000,97,45.0,2.0,34.0
25498,8900000,58,30.0,2.0,11.0
25510,7790000,34,21.0,1.0,6.0
25511,6400000,32,18.0,1.0,6.0
25515,6000000,33,19.0,1.0,6.0
25517,22000000,112,68.0,4.0,10.0
25521,11000000,54,34.0,2.0,8.0
25529,6505600,42,18.0,1.0,10.0
25542,5500000,43,26.0,2.0,5.0
25546,12800000,61,33.0,2.0,11.0
25547,6250000,31,20.0,1.0,5.0
25548,7600000,45,28.0,2.0,5.0
25552,7100000,58,33.0,2.0,7.0
25553,7700000,58,43.0,3.0,5.0
25565,7900000,37,17.0,1.0,10.0
25570,8300000,56,34.0,2.0,7.0
25574,6800000,45,28.0,2.0,5.0
25577,47700000,166,92.0,5.0,18.0
25578,9500000,54,31.0,2.0,7.0
25581,15000000,58,30.0,2.0,10.0
25584,6000000,35,18.0,1.0,6.0
25588,2000000,34,19.0,1.0,8.0
25591,9500000,55,28.0,2.0,9.0
25594,2000000,52,30.0,2.0,9.0
25599,6600000,34,20.0,2.0,6.0
25601,15208000,95,95.0,1.0,1.0
25603,12300000,57,35.0,2.0,8.0
25604,6325000,37,18.0,1.0,8.0
25608,11650000,51,31.0,2.0,9.0
25614,13210050,82,82.0,1.0,1.0
25615,2000000,45,28.0,2.0,6.0
25619,7000000,37,19.0,1.0,9.0
25622,6900000,39,18.0,1.0,8.0
25624,6500000,48,31.0,2.0,8.0
25625,6800000,43,28.0,2.0,4.0
25630,6500000,41,20.0,1.0,8.0
25632,7400000,38,17.0,1.0,11.0
25635,8916432,40,14.0,1.0,10.0
25638,13300000,59,34.0,2.0,8.0
25639,2000000,15,11.0,1.0,1.0
25640,12200000,39,20.0,1.0,9.0
25651,2700000,13,13.0,3.0,7.0
25652,8100000,44,27.0,2.0,6.0
25654,51600000,172,98.0,4.0,14.0
25656,6700000,44,28.0,2.0,6.0
25657,1000000,64,40.0,3.0,7.0
25662,19571840,53,40.0,3.0,8.0
25664,6192373,51,51.0,2.0,1.0
25671,8500000,47,30.0,2.0,7.0
25672,7700000,56,37.0,3.0,6.0
25673,7500000,43,28.0,2.0,6.0
25679,6750000,35,20.0,1.0,9.0
25681,9700000,53,29.0,2.0,7.0
25690,4607830,129,77.0,3.0,11.0
25693,6100000,37,19.0,1.0,7.0
25702,6700000,36,19.0,1.0,9.0
25706,8400000,43,28.0,2.0,6.0
25707,14700000,96,70.0,4.0,8.0
25727,10700000,59,35.0,2.0,8.0
25733,13200000,53,33.0,2.0,7.0
25734,3500000,54,27.0,2.0,8.0
25738,7500000,41,25.0,2.0,5.0
25739,25750000,101,58.0,3.0,13.0
25742,7500000,38,19.0,1.0,8.0
25743,10000000,64,36.0,2.0,6.0
25744,10800000,48,32.0,3.0,5.0
25745,22500000,115,75.0,5.0,8.0
25747,2000000,98,63.0,4.0,10.0
25748,4000000,61,51.0,1.0,4.0
25751,8100000,41,25.0,2.0,5.0
25752,8200000,44,28.0,2.0,5.0
25753,9000000,38,20.0,1.0,10.0
25754,7800000,52,31.0,2.0,9.0
25760,10750000,55,32.0,2.0,8.0
25761,10700000,51,30.0,2.0,8.0
25763,10623600,114,60.0,3.0,17.0
25766,7250000,35,19.0,1.0,10.0
25768,7300000,56,40.0,3.0,4.0
25772,8836488,61,37.0,2.0,9.0
25773,9850000,58,31.0,2.0,10.0
25774,5350000,31,18.0,1.0,5.0
25777,8200000,38,19.0,1.0,8.0
25780,10200000,66,45.0,3.0,8.0
25783,13500000,51,34.0,2.0,8.0
25784,6500000,36,19.0,1.0,8.0
25786,30000000,154,82.0,4.0,25.0
25789,10500000,57,42.0,3.0,5.0
25790,6522292,42,18.0,1.0,10.0
25791,12000000,75,46.0,3.0,10.0
25793,5300000,32,18.0,1.0,6.0
25795,7000000,46,31.0,2.0,6.0
25796,4000000,57,37.0,2.0,8.0
25797,8000000,52,30.0,2.0,8.0
25800,6800000,54,32.0,2.0,9.0
25802,7500000,60,43.0,3.0,6.0
25804,6050000,43,27.0,2.0,5.0
25805,6350000,46,29.0,2.0,6.0
25808,2000000,33,19.0,1.0,7.0
25809,1000000,37,22.0,2.0,7.0
25812,11000000,58,32.0,2.0,10.0
25821,6500000,34,22.0,2.0,5.0
25823,22500000,83,50.0,3.0,10.0
25829,14150000,72,51.0,3.0,8.0
25834,3950000,43,26.0,2.0,5.0
25835,8300000,37,23.0,2.0,6.0
25836,7300000,33,20.0,1.0,5.0
25839,10800000,55,39.0,3.0,5.0
25840,16000000,79,44.0,3.0,12.0
25841,6600000,41,27.0,2.0,5.0
25842,7450000,32,16.0,1.0,7.0
25843,4680000,30,17.0,1.0,5.0
25847,6200000,32,18.0,1.0,6.0
25864,8300000,37,22.0,2.0,7.0
25871,5700000,37,22.0,2.0,7.0
25872,9000000,53,32.0,2.0,9.0
25874,8100000,68,46.0,3.0,7.0
25882,2000000,35,19.0,1.0,7.0
25884,22500000,98,63.0,3.0,9.0
25886,1000000,31,19.0,1.0,5.0
25891,17000000,61,59.0,2.0,8.0
25895,8700000,37,14.0,1.0,7.0
25902,8200000,39,22.0,2.0,6.0
25903,11500000,54,34.0,3.0,6.0
25904,26000000,101,52.0,3.0,13.0
25905,7150000,46,29.0,2.0,5.0
25909,7750000,44,28.0,2.0,5.0
25915,17000000,81,54.0,3.0,10.0
25917,12700000,41,24.0,2.0,7.0
25918,2000000,33,17.0,1.0,5.0
25921,6400000,37,18.0,1.0,8.0
25928,7600000,40,19.0,3.0,8.0
25930,9150000,63,39.0,3.0,8.0
25934,7350000,44,30.0,2.0,5.0
25947,6600000,40,20.0,1.0,8.0
25951,8900000,72,43.0,3.0,10.0
25962,6500000,45,30.0,2.0,5.0
25963,12900000,47,27.0,2.0,6.0
25966,11550000,77,45.0,3.0,10.0
25967,13800000,72,51.0,3.0,7.0
25968,5300000,38,20.0,1.0,8.0
25970,5250000,31,17.0,1.0,5.0
25971,9800000,58,33.0,2.0,10.0
25973,7200000,41,25.0,1.0,5.0
25978,11500000,76,45.0,3.0,10.0
25981,6600000,46,28.0,2.0,5.0
25984,6200000,35,19.0,1.0,10.0
25986,2100000,32,21.0,1.0,5.0
25989,12400000,74,45.0,3.0,10.0
25995,1000000,37,18.0,1.0,8.0
25996,6000000,34,19.0,1.0,9.0
26002,6100000,32,20.0,1.0,5.0
26009,13500000,63,32.0,2.0,11.0
26011,5100000,34,17.0,1.0,6.0
26013,13050000,52,31.0,2.0,7.0
26014,6300000,39,20.0,1.0,10.0
26015,6000000,43,26.0,2.0,6.0
26020,5200000,30,18.0,1.0,5.0
26023,7100000,48,31.0,2.0,8.0
26027,14000000,57,35.0,2.0,9.0
26032,11000000,57,41.0,3.0,5.0
26035,12000000,51,30.0,2.0,9.0
26036,6200000,41,25.0,2.0,5.0
26038,7700000,44,30.0,2.0,5.0
26056,5100000,29,16.0,1.0,5.0
26057,6800000,38,19.0,1.0,8.0
26058,13750000,91,56.0,4.0,8.0
26063,6300000,30,17.0,1.0,6.0
26068,19900000,60,42.0,3.0,4.0
26071,1000000,47,30.0,2.0,6.0
26072,7800000,38,17.0,1.0,8.0
26075,17000000,64,36.0,3.0,8.0
26077,6800000,30,17.0,1.0,4.0
26078,2050000,16,11.0,1.0,1.0
26081,9350000,75,49.0,3.0,7.0
26085,2000000,39,19.0,1.0,7.0
26090,11000000,65,44.0,3.0,9.0
26091,6150000,30,18.0,1.0,5.0
26099,2000000,15,11.0,1.0,1.0
26102,4400000,36,24.0,1.0,5.0
26103,7300000,44,27.0,2.0,5.0
26104,6200000,61,31.0,2.0,12.0
26108,1000000,67,44.0,3.0,10.0
26112,15200000,73,44.0,3.0,10.0
26118,1000000,36,22.0,2.0,7.0
26120,17500000,77,52.0,3.0,9.0
26121,6100000,38,18.0,1.0,8.0
26128,15800000,97,68.0,4.0,9.0
26131,2000000,47,30.0,2.0,6.0
26137,5300000,32,18.0,1.0,6.0
26138,1100000,43,28.0,2.0,5.0
26141,10800000,43,31.0,2.0,5.0
26148,1300000,46,30.0,2.0,6.0
26150,1000000,41,20.0,1.0,8.0
26152,12300000,80,52.0,3.0,7.0
26159,28000000,95,57.0,4.0,9.0
26162,7750000,40,20.0,1.0,8.0
26168,7300000,34,20.0,1.0,9.0
26170,11800000,60,38.0,3.0,8.0
26171,8450000,54,32.0,2.0,9.0
26173,2500000,51,30.0,2.0,9.0
26182,7250000,48,31.0,2.0,8.0
26184,11400000,57,38.0,3.0,5.0
26193,21801800,118,118.0,3.0,1.0
26194,5191137,44,44.0,1.0,0.0
26196,8000000,70,43.0,3.0,8.0
26197,6400000,31,19.0,1.0,5.0
26199,7800000,45,28.0,2.0,5.0
26204,9800000,52,30.0,2.0,10.0
26205,10990000,56,29.0,2.0,11.0
26213,28176568,127,123.0,3.0,12.0
26214,5100000,32,17.0,1.0,6.0
26219,6150000,31,21.0,1.0,5.0
26223,5700000,59,44.0,3.0,6.0
26224,24500000,78,52.0,3.0,8.0
26226,7500000,45,32.0,2.0,5.0
26230,6500000,43,31.0,2.0,6.0
26232,14500000,95,65.0,4.0,11.0
26237,10150000,43,28.0,2.0,5.0
26241,22630000,109,50.0,2.0,24.0
26242,15000000,61,39.0,2.0,5.0
26243,15990000,77,35.0,2.0,13.0
26245,5000000,32,18.0,1.0,6.0
26246,2000000,14,10.0,1.0,1.0
26249,6600000,31,17.0,1.0,5.0
26250,16500000,82,60.0,4.0,8.0
26253,7600000,38,20.0,1.0,8.0
26254,12500000,56,29.0,2.0,8.0
26257,5000000,38,18.0,1.0,9.0
26259,5900000,35,18.0,1.0,8.0
26260,6800000,38,22.0,1.0,6.0
26265,10800000,65,43.0,3.0,7.0
26267,5950000,41,27.0,2.0,5.0
26283,21433124,87,51.0,2.0,16.0
26284,7700000,42,27.0,2.0,5.0
26291,1000000,58,38.0,3.0,5.0
26300,7400000,38,19.0,1.0,9.0
26307,8900000,59,44.0,3.0,6.0
26309,4055000,125,65.0,3.0,24.0
26313,10500000,64,45.0,3.0,6.0
26320,22054600,100,35.0,2.0,17.0
26326,10000000,48,31.0,2.0,9.0
26330,6000000,30,18.0,1.0,5.0
26335,8150000,45,27.0,2.0,6.0
26336,17409480,78,23.0,1.0,29.0
26347,9000000,43,29.0,2.0,5.0
26361,10500000,55,34.0,2.0,7.0
26374,9800000,45,28.0,2.0,6.0
26375,6300000,45,30.0,2.0,6.0
26384,3000000,79,47.0,3.0,8.0
26390,15000000,57,33.0,2.0,10.0
26392,6000000,46,17.0,1.0,7.0
26397,6460000,28,15.0,1.0,5.0
26400,7200000,39,22.0,2.0,7.0
26403,6850000,30,16.0,1.0,7.0
26406,5590000,74,42.0,3.0,9.0
26407,6100000,35,19.0,1.0,9.0
26424,7400000,41,26.0,2.0,5.0
26427,10250000,59,44.0,3.0,5.0
26429,7400000,37,16.0,1.0,8.0
26431,12000000,64,46.0,3.0,7.0
26439,5150000,32,18.0,1.0,6.0
26441,7800000,45,28.0,2.0,5.0
26448,8200000,38,19.0,1.0,8.0
26452,7000000,37,19.0,1.0,7.0
26456,8000000,58,42.0,3.0,5.0
26458,7000000,45,28.0,2.0,5.0
26459,29600000,105,70.0,4.0,8.0
26465,5500000,31,16.0,1.0,7.0
26473,7000000,28,28.0,1.0,6.0
26478,8500000,54,32.0,2.0,9.0
26482,7850000,36,19.0,1.0,10.0
26484,10000000,65,36.0,2.0,8.0
26487,35000000,98,65.0,3.0,6.0
26490,9650000,55,39.0,3.0,5.0
26491,6300000,32,18.0,1.0,6.0
26493,5600000,30,16.0,1.0,7.0
26496,13900000,78,52.0,3.0,9.0
26500,6480000,39,20.0,1.0,10.0
26502,10400000,57,41.0,3.0,5.0
26504,6200000,42,20.0,1.0,8.0
26505,6400000,35,19.0,1.0,9.0
26506,7497000,56,29.0,2.0,11.0
26507,7500000,31,19.0,1.0,5.0
26515,6000000,32,18.0,1.0,6.0
26518,7900000,45,19.0,1.0,13.0
26520,6900000,37,19.0,1.0,9.0
26523,16700000,108,65.0,4.0,10.0
26525,6100000,38,20.0,1.0,8.0
26526,6500000,46,28.0,2.0,6.0
26529,7064771,47,21.0,1.0,13.0
26536,11000000,77,46.0,3.0,10.0
26539,8000000,32,20.0,1.0,5.0
26542,7350000,42,29.0,2.0,5.0
26544,6750000,38,20.0,1.0,10.0
26545,6500000,43,21.0,1.0,8.0
26551,22676982,71,1.0,2.0,1.0
26560,6000000,39,23.0,2.0,6.0
26567,17813624,106,106.0,1.0,1.0
26576,11000000,50,25.0,2.0,10.0
26580,7350000,46,29.0,2.0,5.0
26581,8600000,54,33.0,2.0,7.0
26585,5000000,54,27.0,2.0,8.0
26587,8341515,117,117.0,4.0,1.0
26588,1000000,30,18.0,1.0,5.0
26593,13587600,75,38.0,2.0,1.0
26595,5700000,47,29.0,2.0,6.0
26598,8100000,45,29.0,2.0,5.0
26599,16000000,100,62.0,3.0,11.0
26601,7900000,55,36.0,3.0,5.0
26605,6600000,38,19.0,1.0,8.0
26610,2000000,39,19.0,1.0,8.0
26611,6900000,32,19.0,1.0,5.0
26615,15000000,73,44.0,3.0,10.0
26616,15000000,78,51.0,3.0,8.0
26622,10500000,51,31.0,2.0,7.0
26623,10000000,40,26.0,2.0,5.0
26625,13500000,50,28.0,2.0,7.0
26630,4569819,39,39.0,1.0,1.0
26632,6500000,30,20.0,1.0,4.0
26638,45744088,150,146.0,4.0,1.0
26639,10400000,59,44.0,3.0,5.0
26646,6800000,37,36.0,1.0,8.0
26647,1000000,44,28.0,2.0,6.0
26648,5400000,31,21.0,1.0,5.0
26650,19000000,47,35.0,2.0,4.0
26652,11300000,57,35.0,2.0,8.0
26655,44425664,150,146.0,4.0,1.0
26657,999000,35,17.0,1.0,7.0
26660,7200000,35,18.0,1.0,8.0
26661,1000000,32,20.0,1.0,6.0
26665,41500000,126,98.0,1.0,17.0
26666,18000000,108,81.0,5.0,9.0
26668,7500000,40,26.0,2.0,5.0
26671,9100000,44,29.0,2.0,5.0
26676,7000000,44,28.0,1.0,5.0
26677,6190000,32,18.0,1.0,6.0
26678,5300000,32,18.0,1.0,6.0
26681,9100000,54,30.0,2.0,8.0
26684,5577808,44,44.0,1.0,0.0
26686,7500000,43,28.0,2.0,5.0
26690,3000000,58,38.0,3.0,6.0
26694,13979706,43,43.0,1.0,1.0
26695,5591476,40,40.0,1.0,1.0
26696,9000000,51,30.0,2.0,9.0
26698,8200000,59,34.0,2.0,10.0
26699,17700000,61,33.0,2.0,10.0
26710,6950000,44,27.0,2.0,5.0
26711,6100000,32,19.0,1.0,6.0
26713,13150000,51,30.0,17.0,8.0
26717,7000000,43,28.0,2.0,4.0
26720,8800000,43,21.0,1.0,8.0
26721,11700000,57,41.0,3.0,5.0
26722,8700000,56,42.0,3.0,5.0
26729,17800000,77,45.0,3.0,9.0
26733,4000000,33,17.0,1.0,5.0
26735,6300000,38,20.0,1.0,9.0
26736,7500000,38,19.0,1.0,8.0
26739,8200000,45,30.0,2.0,7.0
26743,2000000,65,43.0,3.0,9.0
26745,7400000,40,20.0,1.0,8.0
26749,7300000,44,27.0,2.0,6.0
26751,3000000,40,25.0,2.0,6.0
26752,15500000,56,33.0,2.0,9.0
26753,9400000,50,34.0,3.0,6.0
26755,13950000,85,50.0,3.0,10.0
26756,13100000,60,34.0,2.0,10.0
26760,5950000,32,18.0,1.0,6.0
26762,14300000,73,44.0,3.0,10.0
26763,19350000,81,57.0,3.0,9.0
26764,6150000,41,25.0,2.0,5.0
26769,8000000,74,42.0,3.0,9.0
26778,13100000,66,44.0,3.0,7.0
26779,990000,41,16.0,1.0,12.0
26782,19697464,100,100.0,2.0,1.0
26784,13650000,71,43.0,3.0,10.0
26786,6900000,37,22.0,2.0,7.0
26790,9700000,43,26.0,2.0,5.0
26792,6330000,43,30.0,2.0,4.0
26793,6800000,44,27.0,2.0,6.0
26795,2200000,71,34.0,2.0,11.0
26801,5500000,35,19.0,1.0,6.0
26803,2000000,61,42.0,3.0,8.0
26809,5500000,31,18.0,1.0,5.0
26814,7000000,29,17.0,1.0,5.0
26816,5300000,38,20.0,1.0,8.0
26818,2000000,15,11.0,1.0,1.0
26820,13800000,42,27.0,2.0,6.0
26821,7400000,40,26.0,2.0,5.0
26826,12300000,68,45.0,3.0,7.0
26827,10500000,35,16.0,1.0,8.0
26830,3700000,44,28.0,2.0,6.0
26835,9350000,44,28.0,2.0,5.0
26838,10417498,48,48.0,1.0,1.0
26843,13300000,53,29.0,2.0,7.0
26847,15000000,61,30.0,2.0,10.0
26852,8700000,44,26.0,2.0,5.0
26854,19000000,109,53.0,3.0,11.0
26856,1000000,32,18.0,1.0,6.0
26859,3000000,85,52.0,3.0,10.0
26862,11750000,79,48.0,3.0,8.0
26864,7500000,44,27.0,2.0,5.0
26870,3000000,34,19.0,1.0,7.0
26873,7300000,35,20.0,1.0,9.0
26877,6700000,37,18.0,1.0,10.0
26878,6100000,32,19.0,1.0,5.0
26879,21300000,70,43.0,3.0,9.0
26882,16900000,91,60.0,5.0,7.0
26886,3000000,38,23.0,2.0,6.0
26889,25000000,81,30.0,3.0,11.0
26890,10900000,62,40.0,3.0,7.0
26893,8308300,45,16.0,1.0,10.0
26896,9000000,57,34.0,2.0,8.0
26898,6000000,30,18.0,1.0,5.0
26900,8250000,32,19.0,1.0,4.0
26901,7000000,43,27.0,2.0,5.0
26902,5400000,32,18.0,1.0,6.0
26904,50000000,207,93.0,4.0,17.0
26905,15500000,77,50.0,3.0,9.0
26906,4600000,34,14.0,1.0,7.0
26911,10600000,58,35.0,2.0,9.0
26912,4100000,37,19.0,1.0,8.0
26916,7500000,44,29.0,2.0,5.0
26917,35857032,103,1.0,1.0,1.0
26926,27200000,85,65.0,1.0,12.0
26928,6350000,45,29.0,2.0,5.0
26932,9200000,56,33.0,2.0,9.0
26935,7250000,57,42.0,3.0,5.0
26936,17000000,100,69.0,4.0,9.0
26939,7500000,38,19.0,1.0,9.0
26946,7850000,45,27.0,2.0,5.0
26949,4200000,30,18.0,1.0,5.0
26951,7450000,39,19.0,1.0,9.0
26956,2000000,37,22.0,2.0,7.0
26961,6050000,29,18.0,1.0,5.0
26962,13400000,55,27.0,2.0,9.0
26966,8800000,44,29.0,3.0,5.0
26967,5500000,29,17.0,1.0,5.0
26973,3000000,44,29.0,2.0,5.0
26979,5000000,61,34.0,2.0,10.0
26980,9800000,53,32.0,2.0,9.0
26985,6550000,32,18.0,1.0,6.0
26986,13500000,68,34.0,2.0,10.0
26988,8800000,46,29.0,2.0,5.0
26991,7000000,47,31.0,2.0,9.0
26996,6900000,43,27.0,2.0,6.0
26998,6200000,45,28.0,2.0,5.0
27000,10860000,91,49.0,3.0,16.0
27001,1000000,31,18.0,1.0,5.0
27002,6700000,42,20.0,1.0,9.0
27003,9900000,62,39.0,3.0,8.0
27005,6700000,41,20.0,1.0,8.0
27007,11700000,80,47.0,3.0,8.0
27008,5500000,33,19.0,1.0,7.0
27009,6390000,37,19.0,1.0,9.0
27021,6100000,38,20.0,1.0,8.0
27024,6800000,32,16.0,1.0,7.0
27026,6300000,38,23.0,2.0,7.0
27028,8400000,53,30.0,2.0,8.0
27029,6300000,29,18.0,1.0,4.0
27037,10900000,74,43.0,3.0,10.0
27038,1000000,29,18.0,1.0,5.0
27048,7000000,37,19.0,1.0,9.0
27056,2000000,78,46.0,3.0,10.0
27062,6300000,45,30.0,2.0,5.0
27063,6000000,34,21.0,2.0,6.0
27065,13500000,63,36.0,2.0,10.0
27070,7600000,43,27.0,2.0,5.0
27071,7650000,29,18.0,1.0,4.0
27078,11300000,78,49.0,4.0,7.0
27079,13000000,68,40.0,2.0,6.0
27083,7700000,42,26.0,2.0,5.0
27084,8000000,38,18.0,1.0,8.0
27087,2000000,15,11.0,1.0,1.0
27089,12000000,63,33.0,2.0,12.0
27092,8200000,47,28.0,2.0,7.0
27099,5400000,30,17.0,1.0,6.0
27100,2000000,37,23.0,2.0,6.0
27101,4950000,31,17.0,1.0,8.0
27104,6800000,36,20.0,1.0,9.0
27107,1000000,41,25.0,2.0,5.0
27108,6400000,41,25.0,2.0,5.0
27111,2000000,36,14.0,1.0,9.0
27117,2000000,29,18.0,1.0,5.0
27118,16321500,78,23.0,1.0,29.0
27119,3600000,33,16.0,1.0,7.0
27120,6100000,32,20.0,1.0,5.0
27122,10500000,63,46.0,4.0,5.0
27129,4000000,33,17.0,1.0,7.0
27132,9250000,49,28.0,2.0,5.0
27136,8400000,38,23.0,2.0,6.0
27137,6600000,37,19.0,1.0,7.0
27139,5650000,33,19.0,1.0,6.0
27143,1000000,32,20.0,1.0,5.0
27145,10050000,51,30.0,2.0,9.0
27148,6500000,37,22.0,2.0,7.0
27155,10850000,54,34.0,2.0,9.0
27156,7250000,38,19.0,1.0,7.0
27160,7400000,38,19.0,1.0,7.0
27161,7300000,41,19.0,1.0,12.0
27164,9700000,52,27.0,2.0,9.0
27165,11800000,53,33.0,2.0,9.0
27166,6300000,40,20.0,1.0,8.0
27167,6400000,29,16.0,1.0,4.0
27172,6600000,46,28.0,2.0,6.0
27174,14000000,82,51.0,3.0,8.0
27182,8250000,43,26.0,2.0,5.0
27185,13700000,73,46.0,3.0,10.0
27194,14700000,76,51.0,3.0,1.0
27195,12900000,74,51.0,3.0,8.0
27201,8150000,56,35.0,2.0,7.0
27202,12250000,54,35.0,2.0,8.0
27205,11800000,52,30.0,2.0,8.0
27208,5650000,31,18.0,1.0,5.0
27210,5950000,35,19.0,1.0,9.0
27211,2000000,36,21.0,1.0,6.0
27214,16500000,76,51.0,3.0,7.0
27215,8000000,42,23.0,2.0,6.0
27217,11300000,74,47.0,3.0,7.0
27221,6700000,44,28.0,2.0,5.0
27222,10315049,76,76.0,1.0,11.0
27223,6250000,38,20.0,1.0,10.0
27225,8300000,51,32.0,2.0,9.0
27229,15500000,78,43.0,3.0,13.0
27236,1020000,49,29.0,2.0,8.0
27241,8550000,38,16.0,1.0,9.0
27243,6700000,42,26.0,2.0,5.0
27247,9400000,55,41.0,3.0,5.0
27251,2000000,37,19.0,1.0,7.0
27252,11000000,51,30.0,2.0,8.0
27254,7255000,45,30.0,2.0,5.0
27257,8375000,54,30.0,2.0,8.0
27260,16100000,82,41.0,2.0,12.0
27262,2000000,41,26.0,2.0,5.0
27268,12200000,56,31.0,2.0,8.0
27269,6500000,42,26.0,2.0,5.0
27274,10900000,82,44.0,3.0,10.0
27276,6000000,33,17.0,1.0,7.0
27277,6600000,30,18.0,1.0,5.0
27278,6600000,41,20.0,1.0,8.0
27282,10700000,48,26.0,2.0,6.0
27283,44385056,157,81.0,4.0,17.0
27287,18850000,85,61.0,3.0,7.0
27293,6500000,35,17.0,1.0,7.0
27295,3000000,46,31.0,2.0,5.0
27296,11000000,74,53.0,3.0,8.0
27297,8850000,38,19.0,1.0,8.0
27298,2000000,76,44.0,3.0,10.0
27299,6700000,42,27.0,2.0,5.0
27304,5900000,29,12.0,1.0,5.0
27306,1000000,57,42.0,3.0,5.0
27308,6800000,38,23.0,2.0,6.0
27310,1000000,76,45.0,3.0,12.0
27318,3000000,60,30.0,2.0,12.0
27324,2000000,55,37.0,3.0,5.0
27326,9350000,53,32.0,2.0,9.0
27327,8200000,61,42.0,3.0,5.0
27339,12900000,61,41.0,2.0,6.0
27346,6866860,74,40.0,2.0,12.0
27360,1790000,30,18.0,1.0,5.0
27366,12500000,41,20.0,1.0,10.0
27368,7050000,36,19.0,1.0,7.0
27370,8100000,56,42.0,3.0,5.0
27372,6650000,38,20.0,1.0,8.0
27374,14800000,72,43.0,3.0,10.0
27379,12000000,51,30.0,2.0,8.0
27383,10000000,52,30.0,2.0,9.0
27387,2000000,32,18.0,1.0,6.0
27391,21200000,85,51.0,3.0,12.0
27398,20600000,117,70.0,4.0,12.0
27403,7900000,54,30.0,2.0,8.0
27409,5000000,60,42.0,3.0,6.0
27411,9900000,57,38.0,3.0,6.0
27412,9500000,51,30.0,2.0,8.0
27417,8219303,82,82.0,3.0,1.0
27418,8600000,48,29.0,2.0,7.0
27429,17924168,78,22.0,1.0,28.0
27438,6600000,38,19.0,1.0,8.0
27440,9500000,55,30.0,2.0,6.0
27444,7475000,38,18.0,1.0,7.0
27446,3000000,77,44.0,3.0,8.0
